pretty_comp,bulk_modulus_kv
BeCo4Cu,151.6
Zr3Tl,99.4
ErAgTe2,46.278
KBa4Sb3O,28.544
NdCl3,42.744
U(GePt)2,135.611
YMnAs,77.5
KCu4S3,50.744
PbICl,33.967
TiBeFe2,176.878
FeGeRu2,220.967
NdCoGe3,96.089
CaMnSi,52.678000000000004
Ti2N,207.15599999999998
KScO2,107.111
Li3Al2CrO6,147.111
LiAg2F4,23.333000000000002
UCl4,43.178000000000004
CoCu2Sn,128.033
CrF6,2.378
ZrAlAu2,138.3
LiNbWO6,117.4
AlCrCo2,201.13299999999998
YbNdAg2,56.7
Hf2Hg,118.23299999999999
K2BeGa,16.733
BeCuTe,60.443999999999996
CeCoGe,84.26700000000002
Ba2Bi6O,48.278
LaBeRh2,100.72200000000001
H4NCl,28.1
BeCoNi2,190.5
PrI3,11.344000000000001
HfZn2,113.0
SiBPb,51.133
KCdF3,63.433
ScGaO3,199.456
CrS,56.411
Rb3SbSe4,15.844000000000001
K2H6PbO6,40.733000000000004
PtPb2,76.533
BeGaIr,170.933
Be2VTe,100.8
Sr2Mn3(SbO)2,77.678
CdTcAs,67.4
CdAuO2,128.6
NdInCu2,80.2
BaMg2FeH8,54.122
BeCo2Bi,119.322
KNdS2,44.244
Cd2GaAgS4,59.667
LiAl2Pd,103.8
IrF4,54.1
Rb2NaHoF6,41.022
TiNbS4,51.233000000000004
K2NaCuF6,50.433
CeSmI4,30.378
MnCu2Sb,82.23299999999998
SiH8,2.989
ZrSiSe,108.311
Nd(CoP)2,117.711
U(NiP)2,163.956
HoTlS2,51.044
K3BP2,21.744
BaCaSn,20.9
CrAgSe2,64.744
ScAsO4,159.189
BaSrLi2,11.878
BaCl2,33.4
BaLiBr,12.767000000000001
K2ErF5,45.033
NbSeBr3,18.533
HoTaO4,167.767
ZrBe2Zn,110.0
Te4Mo(WSe)2,45.333
EuSe,82.73299999999998
MgTiF4,95.73299999999999
NaAl3,44.144
K2Li4UO6,48.443999999999996
Si2O5,43.21100000000001
Rb3TaO8,37.533
Mg5H8O9,64.189
Nd(CoSi)2,130.656
PrSF,102.73299999999999
Na2Ti2As2O,73.878
Sb2Rh,104.744
Ba4MgCd,10.232999999999999
NaVSe2,47.288999999999994
TlAu3,92.611
Ti2CoSi,149.067
TbU3,87.744
KUCuSe3,34.789
U2AsN2,145.7
Ba(MnAs)2,74.14399999999998
Tm2SeO2,96.289
SrCa3O4,107.06700000000001
MgAl2O4,189.86700000000002
Nd(HO)3,73.456
Li2Ag3F6,59.356
LiCrBO3,106.522
HoSnPd2,114.6
ZrBe2Cr,113.14399999999999
Sc2MnSi,108.06700000000001
BaSrHf2,38.033
LuSnAu,83.322
ZrBe2,118.789
VSe2,48.788999999999994
BAsO4,59.333
TbSi,90.889
K2AgAs,24.066999999999997
TiBeCd,98.98899999999999
ScBeGe,99.06700000000001
PrTiGe,74.51100000000002
PrTl,55.333
Li4Ca2Mg(SiN3)2,111.189
SiIr,206.622
NaCa2Be,24.111
ZnFeF4,79.956
Ni4Mo,222.989
NdRh,92.22200000000001
LiAc2Si,41.233000000000004
Ca2BeW,52.733000000000004
Ti2AlV,123.167
Ba2Si,25.678
LiNdSn,49.533
BeV2Sn,126.62200000000001
TiGeRu2,228.467
KLiS,31.733
TiFeO4,141.8
Bi2Te5Pb2,29.63300000000001
Mg(RhO2)2,178.86700000000005
Al2Tc,88.5
CuAsPbO4,41.678000000000004
PrCoSi,74.9
KClO3,25.07800000000001
KBeIn2,26.355999999999998
SmIO,42.122
Mg(GaO2)2,171.233
YbAg,46.167
ScAu4,135.778
KAuF6,24.322
PdF3,50.722
CuAgO2,128.156
Rb3Sn,9.067
CuH6(NO)4,26.811
CrTe4Au,35.911
Th3U,60.7
CuAs,100.256
Cd3(BO3)2,120.311
NbSnRh,130.7
HfSbRu,143.86700000000005
BaTa2Bi2O9,144.667
Mg(CoO2)2,167.41099999999997
CeC2,114.911
VTe2,37.678000000000004
Na2BeCl,17.133
BiBCl,36.233000000000004
Ca2Ti2O5,134.444
GeSb,58.478
Na2SeO4,43.489
BeB2,201.02200000000002
CO2,41.7
CeB2Pt2C,205.433
YbSb,37.867
PdSeO3,40.878
InAuO2,134.8
BaY2PdO5,142.0
Cd(GaSe2)2,37.2
Zn(BH4)2,21.278000000000002
BeGe2Br,47.644
NaTaN2,151.567
AlTlI4,10.755999999999998
BaReH9,35.756
Na8PO3,37.266999999999996
MgMn2Be,129.967
ZrAsP,96.7
U(FeP)2,166.144
BeNi4Os,202.967
MgCr2S5,32.422
GaCuRh2,193.63299999999998
BeInSn,42.244
SmBPd3,143.3
PrGe3Rh,97.333
TmBrO,42.511
LiDy2Tc,73.933
BaTiCd,16.8
USb,80.733
ScAlNi2,133.467
YBrO,47.467
AlZnIr2,222.13299999999998
ZrAlNi,137.6
BeCuBr2,39.356
ScSe,84.96700000000001
K2PdF4,35.078
Ca(BeAs)2,73.64399999999998
MgZrIr2,182.63299999999998
Rb2CrCl4,27.489
AlAgB,92.8
Fe3Si,221.9
VIrO3,195.0
Be2VCl,60.3
BaCdGe,38.222
Rb2GeS3,19.977999999999998
Sr4Sb2O,45.244
CrH,204.044
CaCuSb,59.288999999999994
BeTe,58.667
MnInRh2,163.8
NaHg2IO2,42.4
TaBe2V,155.689
BeCo2Si,197.111
BaSnW2,88.72200000000002
TlAuCl4,17.633
Sr3BiP,23.833000000000002
Sm(SiOs)2,160.6
PrGa2,73.611
Na2CrO4,44.788999999999994
Te2Rh3,147.333
ErSi2,84.56700000000002
SrO,99.53299999999999
Sm3Tm,41.0
Ca(MnSb)2,46.5
BaRu2W,76.178
Tb3SnC,41.533
WO2,105.789
HoFe2,130.733
KLiBeF4,37.766999999999996
Ag3O,108.811
K5Au(IO)2,25.666999999999998
LiBeV2,89.167
V3Ir,240.9
MgCuP,91.556
Tb(SiNi)2,135.95600000000002
K2S5,17.778
DyBRh3,188.5
RbErSe2,41.2
ZnH4(ClO3)2,37.289
KNO3,24.011
Ba2SbI,1.611
Th(CoSi)2,150.689
KBr,20.5
Sc4BeTc,68.533
Sc2AlCu,81.733
LuPb2,49.333
DyAl3,70.111
K2ZnTe2,19.789
Hf2BeW,151.1
TiGaRh,132.567
TbCoSi,116.189
RbCdAg3(CN)6,37.411
CoSbO4,157.52200000000005
RbC2I3N2,11.867
SmCo5,151.611
NaVS2,57.633
MnBeGa,135.822
Nd(CuO2)2,159.444
YbF2,91.367
SrSe,45.3
AlGaO3,213.011
Sm3AlC,71.733
K2H4Pd,17.289
YbNdCd2,46.733000000000004
PdAuO2,159.5
KFeP,42.933
Na3ScF6,47.856
YbCrO4,97.744
Rh3F,196.467
PbAu2,90.167
FeP2,174.889
HfMg,72.64399999999998
MnBeP,107.76700000000001
MnSnPd2,130.967
Ba2HfS4,62.367
Rb2MgH4,10.544
Ca2ZrBe,40.733000000000004
Er2Be2GeO7,162.289
Hf2BeZn,122.43299999999999
SmAu,85.56700000000002
HoTl,60.933
YbTiO3,197.36700000000002
Cu2GeSe4,41.244
MgNiBi,68.933
LiYSe2,53.078
BeZn2Ru,115.5
Ca2CoO3,104.62200000000001
Ho2RuAu,111.93299999999999
K3YF6,35.23300000000001
Dy(GePt)2,124.978
RbH3O2,27.211
ScInCu2,97.96700000000001
NdCuSe2,66.4
HoNbO4,156.04399999999995
BeCoBr2,35.222
Li4VGa3O8,88.98899999999998
CuCClO,16.633
SrTl,30.066999999999997
SbPbClO2,59.722
Y(AgCl2)3,36.444
MnBe2Zn,143.167
LuMnSi,128.278
Li2Ni(P2O)2,45.678000000000004
KTi2Bi,54.266999999999996
NaHS,23.421999999999997
TmPa3,81.422
CrFe3,248.5
ErTaOs2,216.86700000000002
LiY(CuP)2,89.944
HgOs,196.456
CaBe2Ru,98.444
CaPb3,41.333
CaC2(SN)2,37.4
NdPb4F,82.211
SbTeO3,124.367
NaH,24.13300000000001
ErIn5Co,68.444
Ta(ICl)2,20.333
MgVF4,76.633
ScBeMo,108.27799999999999
KBeGe2,36.189
Ba4YPd,13.767000000000001
BeP2Os,164.97799999999995
EuIO,43.467
DyAl,64.233
Y2BeBr,23.878
YbPO4,103.92200000000001
Ca2CoN2,86.51100000000002
Cu3Se2,74.9
Bi2SeO2,84.3
KTbGeS4,29.822
K2TiF6,36.489000000000004
HfBeSb2,85.211
RbBaTaS4,29.2
NaBeSb,48.367
LiZnN,118.53299999999999
TeMoS,28.256
MgCrF6,36.233000000000004
Ba4RuBr,16.233
TiBe2Br,49.522
AsOsPt2,220.067
TiCdF6,27.111
MgZrBe,71.7
NaI,15.5
TlCdF3,61.233000000000004
UGa5Ni,98.756
BeInFe2,130.411
Li3BN2,78.97800000000002
Nd2CuRu,84.8
Li5AuO4,89.656
Tl3V,56.478
Ba(PIr)2,110.3
KBH4,31.811
TlF,21.033
BaSi6N8O,171.467
Al5CuS8,91.6
RbHF2,28.611
Sr(CdSb)2,40.278
Pr2ZnAg,57.033
HoCo2,144.8
Ba3SbAs,21.366999999999997
Ca2SiO4,96.07799999999999
Er(SiRh)2,158.178
BaF2,60.8
K3SbO4,56.733000000000004
Mg(CrS2)2,77.3
NaInTe2,23.221999999999998
UGeSe,92.22200000000001
ZnNi2Ge,139.6
SrIn4,35.422
LiLu2Al,56.467
BeCrTc,198.2
NaLiCO3,43.422
Ca2BeBr,27.011
BeFe2Ge,160.078
SrBeV2,68.333
MgTaRh2,190.1
Ba2TiTe,24.9
TaMnBe2,163.178
KBaSiHO4,60.4
TiBeSi2,133.589
Lu2NiOs,128.2
Li2V(OF)2,51.788999999999994
SmNi,76.733
InGaO3,177.889
ScPt,143.63299999999995
SmTmRu2,120.3
Ti2FeSe4,69.456
CaIn,36.878
VBiO4,124.46700000000001
CN,8.344
CaUS2,48.667
AlSbO4,213.533
Zn(CO2)2,69.01100000000001
Mn2InCo,180.667
CdC,107.0
NaNbN2,144.111
ZnAu,118.26700000000001
Co2P2O7,125.01100000000001
Hf2Au,139.967
KTm,17.622
Tl2Sn(AsS3)2,36.144
K3MoF6,41.367
Tl2Pt(CN)4,22.967
GeS2,28.221999999999998
MnPtF6,66.233
DyMg,43.266999999999996
Y2SeO2,89.3
SrF2,85.389
Eu(PRh)2,160.656
MnBeCr2,222.47799999999998
LaTe,57.433
Ta2Co,226.44400000000002
Ag2SnHgSe4,44.733000000000004
Ca2BeFe,38.311
NdZn2Cd,64.433
CoF2,141.267
Dy(GePd)2,116.9
MnSbRh,121.56700000000001
ErInPd2,112.46700000000001
Be2SiNi,153.144
Y(CoSi)2,144.422
Rb3Tl,5.5889999999999995
Na2HfBe,40.433
AsOsAu,121.93299999999999
NiHO2,94.2
PmDyRu2,116.3
Ca(TiN)2,74.878
Na2SnF6,40.022
K2MnF6,28.233
HfCoSb,109.53299999999999
TbCl3,37.778
Mn2Sn,110.85600000000001
CrCdTe2,36.544000000000004
CuSnH2(NO3)2,40.878
Sc3TlB,78.767
VCo2Sn,179.733
ZrVSi,153.822
Cd2As3I,39.933
LiCuF4,51.733000000000004
PrOF,125.46700000000001
CdAsRu,89.53299999999999
BaCa2Mg,17.278
CdGeAs2,54.21100000000001
MnBe2Cu,143.689
Zn2GeSe4,39.167
PbAuO2,81.667
HgS,21.122
PrBPt3,172.78900000000004
LiBeZn,54.31100000000001
BiN,48.144
Ta2SnO6,120.611
Be2TePt,102.8
ZrNi2Sn,148.933
Tm3AlN,100.333
TiSbRu,143.167
Rb4I2O,15.389000000000001
CdO,99.37799999999999
Zn(NiN)2,147.489
BeCrIn2,58.443999999999996
Sr(AlH)2,46.9
Sr3Bi2,24.0
Yb(MgSb)2,43.8
LiBeSi2,71.878
Si2H2O5,27.1
MnAlPt,154.444
Sr(GaTe2)2,27.9
YInAg2,80.833
Ba2NdNbO6,134.167
HgSeO4,59.589
NdTeCl,63.567
RbDyO2,89.26700000000002
Hg(BiS2)2,35.67800000000001
Fe(Sb2O)2,115.522
SNF,16.833
Tm2AlOs,108.2
BaNbCl,19.0
Pr(SiRh)2,139.122
Na2PtSe2,38.933
Sr2NiTeO6,65.911
ScCuS2,87.833
Ba2Sn3O7,88.85600000000002
Na2BeGe,39.1
LiBe2Ni,73.733
MgCrO4,72.867
Mg2Sb2O5,56.056000000000004
Th(CuP)2,110.35600000000001
Li4BePd,45.033
ScAg4,98.57799999999999
KNaSe,24.256
RbCS(OF)3,18.055999999999997
RbAu(SO4)2,30.144000000000002
BaNd2ZnS5,66.48899999999999
BaTiHg,15.1
LuScZn2,73.9
BaWN3,113.35600000000001
BaMnCl2,28.410999999999998
TaZn2CuO6,147.944
NaErCl4,24.8
KMgF3,78.0
KPS3,17.378
Ba2ClF3,52.288999999999994
Li4SiO4,81.92200000000003
LiFe(CoO3)2,112.53299999999999
HgO,121.367
KNaS,28.033
PrGe,70.911
SmMg,41.0
HfMnTl,83.06700000000002
PbCClO2,48.611000000000004
RbLiO,35.955999999999996
FeClO,46.31100000000001
PrPt2,156.3
MgSO4,81.544
TaBeCr,179.833
Tm6ReO2,163.86700000000005
NbGaPt,138.567
K2RhF6,35.278
FeNi3,191.956
BaErCuS3,61.7
Ba2BiAu,33.733000000000004
V2P,202.0
MgBe2Mo,115.756
FeBiAsO,97.42200000000001
K3H5Pt,21.233
HfBe2Co,141.389
Be2SbW,150.944
NpSn3,64.067
P2Pd,123.51100000000001
Zn(PO3)2,85.6
LiBeSb,56.9
KTiBe2,46.333
Tm2AgHg,78.1
LiHS,23.721999999999998
SmDyHg2,68.7
BaBiBr,19.333
Sr2HN,45.867
LiLu2Rh,83.2
LiTlPHO3,31.267
Tl2SnF6,32.811
Rb2NaSbCl6,23.066999999999997
U(SiNi)2,156.889
Ba(P2Pd)2,89.6
Li2CO3,82.64399999999998
BaPdRh2,92.156
Li5CuF6,72.9
TaBeRu,215.3
CrI2,19.267
SmOF,137.02200000000002
Li3TaO4,138.911
NdMg,39.567
Ca(VS2)2,68.533
Ce2SbO2,83.656
Sr2BeCo,35.811
CaNi2As,85.26700000000002
AlFeO3,180.63299999999998
YV(WO4)2,120.244
ZrBe2Nb,127.944
Mn(PtO2)3,180.833
SbCl3,11.589
Be2NbHg,125.811
Sr2LiReN4,83.478
CdCN2,101.444
TiAsW2,191.1
PrTeCl,62.356
BeCoBi2,78.64399999999998
ScNbOs2,228.933
K2MoCl6,19.9
ScTlTe2,37.089
MgAgF3,86.633
BaC2,46.544
Zr2InNi2,132.178
BaSi2Mo,64.233
ZnNiO3,199.15599999999998
NdBr3,29.789
H3F2,10.067
Th3S,60.056000000000004
Eu(HO)3,81.867
Na3BiO4,68.667
YBe2Ir,101.322
Mn2Be2Zn,86.833
ZnO,175.433
TbY3,41.489
BiPbClO2,54.733000000000004
NpIn3,63.766999999999996
BeCo4Ru,197.333
TaAlRu2,242.2
CeScGe,68.344
CeHSe,74.122
NaNbS2,80.589
K3MnH5,17.667
BaTa2Se,69.256
TlFeO2,21.089000000000002
Ca2AsI,34.8
NaPb3,35.367
Al2RuPt,201.0
HfPtPb,84.367
ScCr2AgH4,17.410999999999998
Ba(AlTe2)2,25.467
LiBeBO3,119.72200000000001
ThPt,127.51100000000001
RbBiS2,41.722
Sc3InB,79.3
Pr(GeRh)2,123.98899999999999
SmLuRu2,122.76700000000001
AuO2F,44.111000000000004
CaCuO2,109.211
CaFeO2,91.93299999999999
AgN3,48.978
TiCo2Si,205.967
Er(VGa2)2,116.256
Na2H6Ir,24.8
TbC2,124.956
HfCl4,14.967
CeCuSO,90.01100000000002
K2PtI6,16.722
ThCoSn,113.27799999999999
Pr(FeSi)2,124.289
VZn3,116.667
Sr(SiAu)2,87.056
TmFe2,118.367
PrP5,65.367
K2PtBr4,15.289000000000001
USi2,126.48899999999999
Yb2PrDyS6,51.456
Mn3Al,214.233
Ba4BiBr,15.367
SnPbF4,33.5
SrCrF4,64.256
Tl4SnTe3,30.166999999999998
Ba2YZn,18.6
Rb2PtCl6,19.133
Be2CoCl,105.26700000000001
NbCrW,165.467
Na2TiGeO5,90.911
YFeF5,64.789
ZrIr,194.533
DyTlPd,90.42200000000001
CoSnF6,40.533
Nb3Cr,187.0
YTiSi,91.978
Li2MnF4,43.467
Na2ZrSe3,39.533
Al2Au,105.46700000000001
Te(HO2)2,63.911
CaSnF6,59.266999999999996
Na2Mg(CO3)2,78.3
Rb2NiO2,30.233
KNaO,41.7
TbSi2,83.26700000000002
KH2I3O,12.811
Sr2AuN,52.644
TlGaTe2,26.756
Lu2HgAu,90.93299999999999
YbIn2Ni,66.1
BaBiTe,25.066999999999997
MgGeO3,193.833
DySnRu2,151.933
UAl3Ni2,133.767
CeBrO,55.478
Be2IrRh,218.3
BaO2,70.889
Li2MnBr4,22.111
TaAsOs2,236.5
RbCaSb,20.055999999999997
ZrZnN2,182.644
PaC,184.167
CeCrO3,189.467
RbCuO,43.1
LiTm2Al,54.567
Ca2SnS4,56.15600000000001
Rb2MgF4,50.411
Li2MnVO4,110.92200000000001
YBe2Ni,92.12200000000001
LiNi(PS3)2,35.811
Ta(TeCl3)2,16.811
Sn(HgSe2)2,32.033
LiBi,38.111
Mg(AlC)2,140.344
K2GeF6,36.4
RbHF2,28.566999999999997
Be2HgPd,136.0
TmRh3C,208.933
ScIr3,249.533
Ni3Mo,230.033
Na2BeBi,28.8
MnF3,13.244000000000002
ThTe3,26.611
Li2VFeO4,172.456
Ba2YCr3O7,122.244
RbBiF3,42.244
FeAg3,105.6
Pr3GaC,38.733000000000004
Mg(PtO2)3,196.47799999999998
BeGaBr2,27.566999999999997
UTeN,70.622
TmH2,92.5
Rb2HfF6,30.066999999999997
BeCo2Sb,156.433
MgZn2,49.843999999999994
Li2CaSiO4,104.87799999999999
Zn2Ni3O8,156.9
NaAgF4,40.211
MnFe2Si,235.067
K4CdP2,18.211
Cd2As2O7,98.978
AlGaN2,188.91099999999997
NaAlH4,20.767
Na2PHO3,38.433
MoSe2,58.622
Be2VRu,186.922
CaVF5,75.567
RbCuO,30.910999999999998
MnBe2Cd,108.8
SnSe2,37.678000000000004
NaAsOs2,163.467
BaCa3O4,97.333
YCoF5,66.333
BPS4,26.678
NaSb,22.13300000000001
Mo2W(Se2S)2,36.256
InFeAs,57.3
MnNbO4,164.378
CaCrO4,80.156
Sr2CuF6,69.956
CuBi(WO4)2,98.7
Mg2FeWO6,76.844
Pr2(Zn2Ge)3,75.033
Ba4YCd,11.4
K3LuSi2O7,102.589
SmAg2Hg,76.667
ScAg,86.43299999999998
BaCa2Y,18.633
Mn3Hg,89.7
Ba2SmNbO6,139.033
Li2Fe(PS3)2,39.278
Zr2CoOs,177.1
MnCdO3,187.667
SmFeAsO,109.611
BaPdS2,46.422
Na2CN2,49.056000000000004
PbS,59.833
Ba(SbPd)2,66.48899999999999
ErAlAg2,89.667
BeNbSi,150.467
KAlF4,68.578
KBi(PS3)2,24.089000000000002
Sr2FeSO3,82.589
HfSnPt,107.133
Zr2Be2Tl,74.711
NaTbS2,50.7
K2NaAs,17.767
Mg(CN)2,36.389
Rb2Se,16.0
NaLiPt,30.4
Te2Mo3(SeS)2,56.111000000000004
ScSnPd2,127.5
KErO2,93.93299999999999
HfTe2,28.533
K2NaMoF6,47.3
KMnO2,89.589
Pu2O3,144.567
Li3BO3,81.889
CrGe,162.6
ThSb,84.6
HfSb,101.756
Rb2PtF6,32.1
YBeCd2,70.044
LiBeFe,74.733
BaOsPd2,99.556
Ho2SO2,129.089
K4BeNb,6.8
YPO4,150.256
LiBe2Mo,116.333
MnVAs,186.322
Rb3Sm,5.933
Y3Au2,77.544
AgAuCl4,20.233
Ca3SiBr2,31.63300000000001
KInTe2,20.633000000000006
Zr2Al,103.289
SrHfN2,165.378
BaTiSe2,33.711
Rb3Pt,13.067
PrPIr,138.1
CaAsAu,71.789
LiNdTiO4,134.056
AcBr3,30.467
Y3Al,51.3
MnClO3,13.356
SbPt,123.956
Tb(CrSi)2,137.47799999999998
HoAs,82.7
TbSnRh2,139.5
Li2VO2F,93.8
CaCO3,86.256
TeO2,151.078
Ba(CdP)2,53.856
TiSCl6O,11.822000000000001
VFe2Sn,188.767
UPb3,59.266999999999996
NiHg,126.37799999999999
NbCl3O,35.056
Sc(SiNi)2,143.344
Ce(MnSi)2,133.011
Ca3SbAs,30.566999999999997
Zn(InTe2)2,28.389
Li7VN4,82.389
BeGePb,47.478
TbSF,115.133
KHoO2,91.911
KH8N3,16.4
TiBiRh,103.7
BaV2P,41.967
ZrGePt,111.633
Zn(InS2)2,70.833
VCo2Si,222.267
K3SbS4,19.367
CeSmO2,155.13299999999995
ZrBrN,54.633
ZrBeIn,89.244
BeNiMo,207.55599999999998
HfS2,46.266999999999996
RbHoO2,90.23299999999999
Rh3Br,157.511
KBaTi,7.933
NdHo3,42.467
Na4BeW,22.866999999999997
Te2W3Se4,30.467
H8Pt(NCl3)2,22.233
LuNi2,133.4
Lu2AgOs,118.1
HoBPd3,150.533
SmDy3,42.922
BeInMo2,140.856
Yb2SO2,73.7
GaAsO4,39.044000000000004
CaNi5,130.86700000000002
BaCoNi2,53.756
UP3,106.478
USn,87.62200000000001
TaGaCo2,209.2
Fe(PS3)2,33.978
Ta3Sn,181.033
NaBeFe4,100.1
NbFeF6,21.644000000000002
MgScAg2,78.033
Nd2Sb,60.433
SrCrW2,139.233
TmPb3,52.9
Te3WO2,101.14399999999999
Rb3H5Pt,18.578
IClO3,103.1
PbO2,137.533
PmTlRh2,121.06700000000001
Ba3SnO,40.8
ScClO,49.511
Sr4S3O,57.167
Ba4CaRh,13.232999999999999
TiCu,130.878
BaTe2,32.444
AuCl3,13.789000000000001
Rb3BS3,19.622
SmSe,50.367
ErTl,61.0
CdNi3N,184.8
Ba4OsBr,21.066999999999997
FeAsCl,43.033
KHg,12.5
PdSe2O5,26.3
YCl,29.022
ErBi2BrO4,82.811
Ba4HfSe,17.8
ErSnAu,86.76700000000002
Ca2BeBi,36.078
LiTi2Be,55.522
MgSiNiO5,151.789
Mg2Co3O8,158.856
Ti2InNi,122.667
Th(AlC)4,165.55599999999995
CaSiSnO5,123.911
WSeS,33.7
YMnSi,90.1
YRh,114.5
LiEr2Ru,80.833
K3VS4,22.410999999999998
AlVF5,109.51100000000001
TbPbAu,75.667
Tb2In,56.867
VI2,26.467
Y2BeGe,62.722
TmTe,70.0
HoH2,88.4
UTl3,60.9
BiTeCl,24.421999999999997
Ba2MnIn,23.767
CeO,160.933
Na3BP2,26.156
BaFeIr2,116.244
MnGaPt,131.333
SiC,213.3
SmMg2,41.033
CaS,61.567
PdO2,219.36700000000002
ZrHg,107.456
TbRh,116.73299999999999
CdPd(CN)6,45.8
MnCl2,20.267
SrScBe,28.333000000000002
TaZnRh2,217.63299999999998
KNaTe,19.733
BaSi2Br,38.089
TiNi2Sb,153.833
Li2BeBi,38.467
BeGa2Tc,151.97799999999995
BaGa2Cl,30.1
U(CuSi)2,127.711
K2BeRh,31.833000000000002
Fe5Si3,220.58900000000003
CuSbAs,76.533
Yb(CuSi)2,96.133
Nb3Ga,168.533
InI,15.911
PrBi2ClO4,76.722
Tm2Fe2Si2C,137.856
HoZn2,69.889
Mg2BePt,94.789
BeFePt2,196.111
TmSe,89.26700000000002
ZrCr2As,155.13299999999995
KMnTe2,24.967
TbPt3,177.86700000000005
ZnSiO3,242.9
USi3,125.1
ZnCrF6,46.756
Tb2Ti2S2O5,144.04399999999995
Ca(SbO3)2,135.211
RbGeBiS4,24.789
Y2In,56.867
TaAlO4,191.78900000000002
H3N,12.067
Nd2TeS2,60.778
ZrSi,139.322
NaGeSbO5,101.4
Ti2AlRe,172.267
U(SbO3)2,53.089
NdRh3C,191.233
LiCoS2,77.0
VSi2,163.811
ZrTaBe,133.54399999999998
P2Rh3,210.15599999999998
Cr2AsSe,97.478
BaCdTe,22.166999999999998
Rb2PdF6,22.467
YbTe,43.733000000000004
SF4,12.0
Rb2Fe4O7,150.933
Ba2PbSe,30.666999999999998
H(WO3)2,230.233
BaSr2Sc,15.433
TlAgTe,39.811
TiBe2Os,154.922
U(CoGe)2,145.222
ZnP2(HO)4,32.821999999999996
Na2CdSnS4,33.833
Sr2AlTlV2O7,105.589
Ba2ZnCd,23.5
BeTeIr4,201.86700000000002
AgB(CN)4,40.067
ZrAl3,99.456
Lu6Sb2Mo,67.211
MnBe2Os,231.567
MgCuAs,78.222
Sr(MnSb)2,41.567
LiScSi,49.633
KBeTc,48.9
KPrTe4,30.322
BaCaBr2,24.57800000000001
CeMgZn2,61.233000000000004
Pr2AlCo2,82.07799999999997
Cd(GaO2)2,164.467
RbSbS2,21.189
KCO2,39.811
VFe2Si,243.067
CaPmCd2,46.633
HfSbRh,106.76700000000001
KBa4W,12.067
Sc3BPb,81.9
KBaSn,15.033
Tb2Cu(Ge2O)2,97.289
KH,15.3
BaSrY2,21.122
Ba4ZrIr,22.2
Rb2PtSe2,34.433
HoAl2Ni,96.23299999999999
Mo2WSe6,30.456
NaLi5N2,67.02199999999999
Mg(AlSe2)2,38.633
MgTa2Be,123.456
TmAg2,87.23299999999998
NiPtF6,58.056000000000004
NaO2,36.333
SrZrS3,74.378
Rb2Hg2PdBr8,16.3
Mg2TaBiO6,148.233
LiIO3,38.344
GaPt3,215.467
Rb(CoS)2,57.1
HfBe2V,128.411
HoSb,64.5
TmPd,104.43299999999999
Eu2H3Cl,64.111
TiPt,187.833
WCl4O,19.322
BeNbIn,110.656
CeGeAu,80.4
SBr,11.244000000000002
NdTmMg2,41.633
K2O2,38.056
AgCNO,19.667
FeSi5,225.233
BeGa2Co,134.756
AgClO2,17.178
HfGeSe,112.62200000000001
Tb3Mn3Ga2Si,59.144
MgNiF6,53.733000000000004
MoAsPd2,183.167
Sm2SO2,119.133
TlI3,15.144
Li3PO4,76.422
TiBeRh2,207.533
CaCO3,86.911
KSr2Be,12.133
TaSe2,43.567
TbTl,60.367
Ca3UN4,125.389
Ba4TaRh,22.467
ZnFe3C,212.767
YP,87.6
LiCoO2,154.04399999999995
NpSe,77.567
NaMo2As,140.86700000000005
CdCu2GeSe4,58.633
MgHg,50.8
NaScAs2O7,96.211
LiCrP2O7,131.567
Ba2HfBi,27.166999999999998
BiAsO4,95.811
U2BiN2,97.611
CaNiF6,36.967
BaTiO3,123.711
BeNbTl,99.42200000000001
CaUO4,151.733
SrBeHg2,42.478
KBaLi2,8.078
HoGa,72.64399999999998
RuCl(OF3)2,17.5
K2BeSe,18.6
Pr(CoSi)2,126.22200000000001
Be2CoPb,79.044
Br3N,25.566999999999997
NdCuSn,75.3
CeN,165.6
Li2YbSn,36.967
NaH2Pd3,111.822
SnPS3,27.5
Zn2Co3O8,160.167
BiI3,12.089
ZrSiPd,139.5
TlClO3,26.8
Cr3SnN,220.267
BeNbRu2,198.889
Yb3V,21.822
SbS8Cl3,11.610999999999999
LiMn2O2F3,85.656
NdGe2,68.411
TiCoO3,224.167
PrIn,55.067
PrCuO2,110.756
Mg(MoO2)4,153.433
TbFeSi,101.844
FeAgS2,80.678
DyH2,86.633
KNaICl,18.111
TiSb2,88.211
RbBr,15.533
YHo3,43.867
KLi2As,22.678
KCBr(NO2)2,21.489
Tm3SnC,44.0
NdAg,62.633
Zr2Be2Ga,100.5
CrSb,84.444
ScOF,157.067
TeAsOs,135.9
CaTl,36.367
RbGeIO6,70.956
MgVSF5,40.711
Sm(SiAg)2,99.06700000000001
Ca3Pb,29.833000000000002
TaTiBe,142.444
Na2CdHg,19.833
VCuRh2,221.033
Ca(InTe2)2,28.256
Sr(InTe2)2,25.278000000000002
Sm3Mg,38.533
ErH,73.067
K3TaO8,41.321999999999996
Ti2Zn,109.3
SrBeF4,62.533
Dy(SiPd)2,135.122
TbGe,80.933
BaZrCu2,51.6
Ca(DyS2)2,75.911
Be2GeIr,154.02200000000005
BaScBr,10.433
