pretty_comp,shear_modulus_gv
Hf2BeCu,50.133
BaLiBi,5.94
USi,39.766999999999996
VAuS2,58.36
CeZn,29.14
Mn2BeV,80.21300000000002
Ce3InC,46.86
NiAgO2,45.413000000000004
Bi2SO2,23.826999999999998
Er(CoSi)2,90.92
NdMgO3,41.18
MnBeCr4,79.08
NdZn2Cd,29.66
BeInRh2,48.626999999999995
Li4Mn3,26.073
MgSbPd,29.86
USbRh,34.96
KBa4W,1.96
MnO2,35.04
CaCeMg2,26.02
ScCo2Sn,60.16
Ce(NiAs)2,38.306999999999995
Ce3Sn,35.76
Ba2ErNbO6,89.54
H4BrN,10.747
Ca2As,33.407
GaH3NF3,37.553000000000004
V(WO4)2,40.453
Ag3PS4,13.44
Al3Fe,50.527
Be2VTe,47.36
Pu(CuSi)2,61.673
CaHClO,21.533
TbSc,26.16
KBaCd2,9.26
TbAl2Ni,53.62
Ge2Os,100.09299999999999
EuIO,28.62
KBaV4,4.84
TiCdHg2,29.406999999999996
BiS2,12.547
Zn(CO2)2,42.446999999999996
Rb2CoI4,4.86
NaMgF3,39.747
SrCuSF,36.393
Tm2CoOs,57.06
Sc2BeRh,33.967
YAl,41.467
TiBe2V,56.9
LiMnPt2,62.42
FeTe2,72.35300000000002
YbB6,115.66
TiGa,69.653
Sr3AlO4F,61.167
NaAl3,19.327
Ti2MnAl,21.44
ZnPtF6,30.666999999999998
Sr3(InP2)2,31.29300000000001
RbCaCl3,16.84
ScReTc2,110.9
TiCoSb,72.68
DyMg3,29.36
In2Co3S2,53.733000000000004
Ba2YZn,9.48
As3W2,83.1
UCr3,21.5
AgSbS2,12.453
HoC2,71.687
NiCO3,37.086999999999996
Ca(SnO2)2,28.3
Tm2OsPd,48.22
Eu(GeRh)2,63.813
Sm2SO2,62.54
YAsRu,20.86
Be2CrBi,50.19300000000001
K2SiF6,12.48
ZrNiSn,71.82
LiGaO2,89.75299999999999
Zn(CrN)2,18.073
TmGe,58.113
CoSnF6,33.72
Lu3TlC,76.24
InAg3,23.72
TiGaNi,73.107
LiV(OF)2,28.04
ZrBeNb,28.066999999999997
TbTlAg2,25.46
TmNiSb,59.58
DyHg,25.78
Nd(SiAu)2,48.747
USO,64.57300000000001
OsO2,128.253
MnGeO3,48.007
Er3PbC,20.5
Mg3(PO4)2,44.773
HoNi,29.166999999999998
Cr3CdTe4,11.62
InTe,5.48
PmMg,28.0
Mn2GeO4,20.0
U(SbO3)2,41.733000000000004
SmErRh2,29.18
NaLiTe,16.6
Np(SiAu)2,30.713
K2PtSe2,19.38
NpAsSe,49.573
Ba2TiCl,0.02
LiBeN,77.36
BeCo2Ir,106.34700000000001
Nd5AgS8,36.986999999999995
RbCeTe2,17.747
AsCl5,5.46
SbOF3,40.327
CeBPd3,12.56
V3Ga,30.16
K2MgH4,19.813
Sc(CuSi)2,62.047
Mn2SiRh,41.0
Mn3Pt,172.62
TlCdF3,21.4
NbAs2,90.18700000000001
MnOF,33.053000000000004
Ba2ScHg,11.86
Nd(CuSi)2,72.26
Li5SbO5,69.833
HfBe2Co,65.053
SrGaSiH,44.913000000000004
KCoO2,33.06
TiInFe2,74.12
ZrPt,20.86
TbInAg2,29.84
MnPS3,20.52
BaCaI4,8.66
UGeS,15.36
BeCrP2,59.533
TaBeW2,51.567
Cr2S5,16.413
HfBeV,40.333
Ag3SI,11.007
ErNi5,70.947
H3OF,12.353
TiSiOs2,130.0
Be2CoTc,39.48
Be2SnMo,13.887
Rb2NaErF6,24.4
ScSi2,9.48
CaMnF6,24.593000000000004
ScRh3,93.08
K2BaCdSb2,13.947000000000001
ScSnO3,51.2
RbCoCl3,10.86
HfCoSb,1.34
H4IN,7.093
PrClO,40.18
ThSbRh,45.08
TbTlTe2,23.206999999999997
CaI2,8.747
Be2SiTc,98.98
Li2ZrTeO6,95.18
MoPt3,90.08
ErAu4,33.573
MnAsPd2,16.94
AlSnO3,62.94
Ti3Cu,23.933000000000003
HgC2(SN)2,6.84
RbNa2NiO2,15.947000000000001
VZnF6,35.213
CuBiSeO,32.613
KRb2TiF6,21.44
PrB2ClO4,46.946999999999996
Pr3Tl,19.18
NdTmMg2,28.04
SbRu,60.827
Li3Bi,27.74
TmC2,74.793
BaCoO3,41.507
CuBrO2,15.54
HgCl,11.107000000000001
BeTc2Ge,38.567
TmAu,36.46
HoCd,30.04
Li3AsO4,39.6
MnBeTl,16.153
K3H5Pt,11.2
BaNpO3,57.96
CoAsS,80.76
BaPdF4,14.953
TmAg,33.72
CS2,4.1530000000000005
Al2O3,113.227
MnTe,22.153000000000002
NaGaO2,34.187
TaZn2CuO6,51.567
Ti3AlN,35.5
RbNa7(CoO3)2,19.707
RbIO4,12.547
PrAs,50.1
RbCa3,7.107
SnAs,39.26
CaScBe,30.46
Ca(SmS2)2,42.98
Nb2Tl5S4Cl9,10.833
MoF6,4.32
YbBPd3,17.42
NpSb,40.56
VFeSb,58.98
AsBr3,6.0729999999999995
HfBeFe4,70.64
As(IF2)3,6.8
Sr3P6(N4O3)2,61.393
BeFeW,61.92
TiBeV,31.56
TmClO,29.147
ZnPd2Au,23.44
Ti2GaCo,27.12
CdAsOs,5.36
Mn3Fe,142.24
Yb3Tc,15.093
Be2WSe,87.32
Ta2BeOs,63.413000000000004
NdTiGe,26.607
TmIn,28.1
ErSi2,21.4
CaGe2,14.227
ZrBePd,26.853
Y(CrSi)2,59.213
SrCaBe2,26.153000000000002
P3Ir,114.14
Pr(SbOs2)2,56.32
PbSe,17.527
B6O,212.18
Te4Mo(WS)2,5.632999999999999
HfB,97.4
SBr,6.8870000000000005
Na2SiF6,23.186999999999998
BaBrCl,8.56
Mg(SnN)2,32.733000000000004
Tl2MoO4,4.8
NaBeRu2,59.26
ErBiPt,40.4
LiCN,6.773
US3,21.767
Li2O,76.02
Mn3NiN,116.34
SmLuZn2,31.66
K3Sm,4.147
SrC2,28.56
BaScIr,13.06
TiFeCoSb,3.54
Sm(GaPd)2,21.947
Ba3Te,3.12
TiCo,38.88
RbHF2,12.56
Ba2ErSbO6,89.06
YbS,51.42
Na3GaS3,11.54
InRh,41.44
CdCuF4,30.947
CePd3,55.88
U3As4,52.52
TiBeCo2,92.46
BeFe2Ni,75.347
IrF3,37.453
BeTlTe,18.933
BaCa2Ir,18.627
Sc2MnGe,19.24
InH5(NF)2,15.92
TmP5,48.28
CaBeCd,29.38
FeP2,156.19299999999996
TaGeAs,4.94
CeNbO4,63.96
MgBeRh2,71.46
CrPS4,20.313
LiY2Al,34.18
Sr(NiGe)2,38.52
Be2VRu,73.68
SbO2F,79.5
EuMoClO4,28.947
K2Mg2Si2O7,80.327
ErPbAu,33.28
ZrSiPd,57.06
Na2ZrSe3,25.94
ErBi,38.8
MnCu2SnSe4,12.707
ZnSbO3,62.6
RbYS2,30.866999999999997
LiB,49.98
YbSn,30.113000000000003
BaCa(CoO2)4,27.5
SrN6,19.74
ZrTiSe4,26.84
NaBe2Ru,52.407
Sr(CuGe)2,42.92
YGa2,58.58
SrO,60.06
MnN,52.02
RbAlF4,39.347
KH4O2F,8.74
Mn2V2O7,23.38
Re3F,51.32
AgPbBrO,7.473
ZnCu2GeTe4,22.08
HfInRh2,76.553
TaCo2,121.64
TiCuHg2,21.96
Rb2NaRhF6,28.66
Sc2NiOs,59.4
Yb3U,13.4
NaBeMo,25.72
SF6,6.38
ScBeNi2,28.8
TiCoO3,89.44
LiPm2Pt,21.86
YBe2Mo,46.78
RbBe2F5,18.4
CdSO4,29.48
Sr(SiAg)2,41.98
Ta2Se,50.907
NaYS2,34.167
BeCoRh2,88.0
LuBi2ClO4,47.69300000000001
BeCu2Br,2.173
FeGe,79.18
SnAsIr,9.36
Ca2BeTl,26.533
SmLuRu2,51.28
BaSnS2,16.827
ZrAlNi,67.4
BeP2Ir,15.78
Sc2Sb,41.667
TmBi,39.06
KrF2,13.513
ErH,45.88
Tb2Cr2C3,70.8
Np(SiNi)2,58.667
ZnH4(ClO3)2,20.713
Rb2TeI6,6.712999999999999
Rb2NaTiF6,27.52
CaMnGe,26.487
AsP2W,43.1
FeCoSn,40.233000000000004
Sc2AlTc,43.68
YNi,26.98
DyInAg2,30.56
HfAl,73.527
NaCN,14.087
Mg(AlS2)2,26.033
Nd(SiAg)2,55.387
Pr2PbSe4,32.053000000000004
Te2Rh,24.613000000000003
K2Sn(AsS3)2,17.707
RbAuC2,32.06
VCo2Si,23.56
GeRu,74.36
NaYbO2,37.36
AlCrNi2,59.32
SmDyMg2,28.02
Al2ZnTe4,21.82
Li8PtO6,65.167
CuAgO2,23.45300000000001
NaH,20.26
Tl2MoCl6,9.58
Er2NiOs,48.86
Ba2SiTe4,13.693
Zr2BeCl,20.22
NaMgSb,17.86
CdS,35.32
Rb3In,2.36
Ca4Mg3H4,34.2
TlCuO2,14.167
NdSb2Pd,30.213
SmMg,28.44
Mn2Co3Ge,91.367
MnBeRh2,123.32700000000001
AcYbMg2,18.88
Sr(AlTe2)2,17.867
NaSm2IrO6,52.607
K2NaScF6,28.48
ErH3,59.12
ZrCoP,113.08
LiSbTe2WO2,108.75299999999999
InAgTe2,13.467
HoP5,46.626999999999995
LiGeBO4,57.493
GdTe,40.18
ScBeIn,55.766999999999996
Er(SiIr)2,101.95299999999999
Ba2MnIn,14.68
ZrSe3,23.97300000000001
SrBeV2,31.54
NaAlTe2,13.073
Au(OF3)2,9.4
NaZrBe,21.18
NaZr2CoF,38.766999999999996
ZnCrF6,36.633
ZrBe2Pd,47.946999999999996
Mg2BBrN2,32.633
MgNiBi,34.76
SbBr3,6.0729999999999995
LiZnP,49.98
V3B2,191.393
Yb(SiRh)2,76.21300000000002
UN,90.62
MgTa,45.453
BaGa2Cl,9.38
CrSiO5,36.58
Ba2Zn3(AsO)2,38.96
Ta2Te4O,8.007
K2PdF4,13.347000000000001
SrCa2Be,13.44
Zr2InNi2,56.507
Er2NiRu,43.38
SbTe2F6,8.812999999999997
YbPaRu2,7.74
V5SiB2,163.3
Na3BrO,24.54
DyRh5,78.393
MnNi3O4,41.453
SrH3,26.82
KAuF6,11.573
NaMoO2,103.6
ErSeI,18.387
Th(SiPd)2,65.087
SmSe,43.68
LiHF2,38.113
Sc2CoRu,62.14
Na2BePb,8.44
KBi2F7,18.64
Yb(SiPd)2,39.107
SmAs,54.84
GaS,24.773000000000003
CuClO2,17.28
HfAsCl,16.06
Tm6FeSb2,39.7
NaGa(GeO3)2,50.993
Er3GaC,29.84
Np(SiOs)2,73.107
SnI2,8.713
LuScPd2,37.24
BeNbPt,92.32700000000001
Tm3InN,71.46
NaBe2Pd,33.033
SrNd5S8,37.933
NdGeRu,45.0
BeV2Cr,59.5
K2S5,8.667
BaCaSi,20.107
CaBe2Ru,17.033
Np(CoSi)2,87.78
BePdCl,7.7
Dy2PbS4,34.733000000000004
Tb(CoGe)2,66.553
HoTl,20.96
HoBi2BrO4,45.16
CeMgZn2,33.08
Sr3BiSb,17.26
Mg2CuN2,52.9
Er2TeO2,64.02
LuTlSe2,28.78
Ba4MgSn,1.04
AlBi,22.62
As2Ir,100.40700000000001
Li2BeCl,14.573
SmH2,49.02
Lu2ZnIr,44.8
Ce2SO2,60.086999999999996
Sr4S3O,39.76
Li5P(S2Cl)2,13.732999999999999
YbAg,21.88
MgAl2O4,134.613
BeGa4W,57.26
YCuSn,52.773
KAs4BrO6,27.29300000000001
BaInMo,6.12
BeCu2Pt,46.78
Ba2YBiO6,74.6
Ba2CrBi,14.18
ZrTiBe2,37.787
DyAgHg2,23.3
TiZnPO5,49.14
BaSiTe2,15.78
Mg(CuN)2,35.26
NaLi2B(PO4)2,41.126999999999995
KHg,5.66
CrAgSe2,15.427
Zn(RhO2)2,59.24
Si2NiP3,56.853
MgBeCu2,43.853
NaYPO4F,58.02
Rb2WBr6,6.58
Ba2HfBi,13.0
Ca4Bi2O,32.527
LiPm2Si,30.84
CaFeO3,59.42
Sr2SbAu,25.52
RbNdSe2,24.247
DyRh3C,77.96
Lu2MgS4,28.52
Ag2Se,9.513
CeBrO,35.027
TiBeTe,61.147
LiAgF3,18.907
XeO3,17.852999999999994
MgNi2,57.287
Lu2Si2O7,75.347
Tm(MnGe)2,44.147
Li2ZrO3,64.307
Cd(AsO3)2,68.187
SmSe,2.84
HoBrO,24.647
ZnCoPO5,51.773
TiVO4,49.073
Ba2ErRuO6,83.38
Th2SN2,65.467
Rb2MnCl6,9.98
MgFeRh2,75.12
TaCr2,70.06
KCuO,5.72
Sc3GaC,85.44
HoSi,67.687
K2ZnF4,23.526999999999997
LiSmS2,36.467
TlHgF3,10.4
Cu3Se2,20.12
TbPbAu,32.74
V5S4,83.60700000000001
V2GeC,105.78
SrTiBe,12.427
MgRe3,100.78
TbAsO4,66.493
MgTi3,15.44
MnGaGe,56.54
H4NCl,15.42
TlHCO2,7.56
KGeNO,40.733000000000004
Te2Mo2WS4,20.513
TmNp3,10.08
NdNbO4,57.107
CoSi,26.76
LiRhF6,21.587
SmRh,26.52
YbPrZn2,28.26
Hg2P2S7,14.76
MgFeO2,46.24
U3O5,62.586999999999996
KAlH4,10.16
PuAl3,62.22
MgTiO3,91.98
Sr2FeO4,61.787
Dy3InN,66.46
CaReBi,21.56
TiBe2Cr,87.573
Sr3Cr,10.38
CaCdSi,18.92
EuSe,41.96
NaCuO,24.467
RbTmO2,59.66
TbTl3,18.58
CeSb,40.38
NaAgO,26.86
Al2RuRh,114.74
HoHSe,68.767
Be2FeMo,80.9
TaAs,99.79299999999999
CaTiO3,110.65299999999999
TaB,207.44
SiPdO3,50.88
KNdGeS4,16.18
Li2FeF6,41.733000000000004
CaCrF4,32.413000000000004
CaPmCd2,27.02
HfNi2Sn,52.78
Ac2O3,45.76
BeNbFe,42.147
BeNbW,56.207
Sc3Fe2Si3,77.4
Tl2SnF6,12.407
InOF,60.12
KZnSb,20.033
MnNiSb,46.88
TlS,8.78
Rb3SbSe4,8.467
NaErO2,66.533
Ge2N2O,62.547
PmI3,4.353
HfFeCl6,12.44
LiGaSe2,18.493
Zn(NF2)2,13.333
SbIrS,87.92
InNi2,29.413
Rb3BP2,9.273
SmCo2,35.68
MgMnF4,38.69300000000001
SmSiRu,52.92
TbSbPt,45.8
BaZrF6,32.913000000000004
LuGeAu,43.433
MgBeSe2,35.02
LiLu2Ru,38.28
YTiF5,42.973
TiMn3O8,74.993
ScBeV,42.98
Ho3InC,22.36
Te2Br,12.24
BaNa2Mn,7.172999999999999
K3VO4,8.892999999999997
DyMg,28.42
RbSmS2,29.213
Nd2ZnIr,27.74
Rb2PtS2,22.546999999999997
U(CrC)4,114.613
Be2Zn,71.367
SmFeSi,52.153
Ba4TaHg,4.48
Y(SiRh)2,86.53299999999999
TlAgO2,24.906999999999996
NbCuTe2,38.493
Ba(ZnP)2,31.493000000000002
CdPbF6,18.012999999999995
AlBN2,188.78
Li2AlBO4,42.986999999999995
MgPd,33.06
Li3Be,18.087
RbSeBr3,7.693
KBaLi2,5.347
Cd(CN)2,1.54
Li2SiO3,54.027
HfZr,41.02
SmClO,42.547
LiBH4,5.5329999999999995
PdAu3,24.2
ErCdPd2,32.36
RbNO2,9.42
Sr3AsP,23.88
Zn(SbO3)2,75.753
K2O2,17.512999999999998
KTlCl4,6.473
Na2S,13.6
LiDyHg2,16.52
Be2CuIr,89.273
InSe,15.247
BeZnO2,92.553
BeCoRh,104.31299999999999
U(FeGe)2,67.953
MgNi2Sb,42.08
RbBiS2,26.29300000000001
ScSi,72.2
ThS2,39.207
LiFe3(OF3)2,32.873000000000005
Na2MgAlF7,43.633
MnCO3,51.507
Cr(WO4)2,40.5
LiNd2Ru,23.08
PaAgO3,54.06
CaTlF3,25.92
Tm(FeGe)2,57.667
CaPAu,36.433
Ti2AlFe,20.32
KCu4S3,20.007
Mg2CrN2,62.66
Sm(SiRu)2,79.533
CrS2,14.36
ZnAg,31.1
RbCaSb,10.753
Sr3Mg,6.5470000000000015
NaInS2,31.413
Au7I,43.233000000000004
PAuClF3,7.193
CdP2,27.753
YBi,37.82
Nb2SiTe4,31.38
ScInAg2,36.72
Y3TlC,65.3
Yb5Ge3,21.566999999999997
HgSe,14.227
SrBe2Ni,41.047
KHfBe,22.3
CaC2,28.32
Mn3ZnC,92.5
Sr(GeRh)2,54.507
Ca(MnN)2,28.767
CdAg,29.74
LiPrO2,61.44
CaBiClO2,24.8
BeNb2Fe,35.407
LiFeP,83.473
NpN,80.86
Ti(CrSe2)2,32.347
AlTlSe2,16.72
TiBe2Rh,45.84
UBi,36.96
YbSmHg2,26.14
K2SiAs2,13.453
BaHgW2,19.96
PdO,28.97300000000001
SnSe,9.44
LiRhO2,47.6
Se2NCl3,6.813
KZnF3,36.58
ZrAsP,10.98
Cr(SiO3)2,73.14699999999998
Mn3B4,132.447
VAu2,52.133
NiSb2,43.88
LiIr,78.607
Ca(CoO2)4,103.90700000000001
SmMgTl,38.313
BaP2Ru,25.62
Mg(CrS2)2,21.3
SrTiO3,96.913
Be2PCl,22.307
Ba(CuSe)2,22.066999999999997
Ca(FeP)2,83.51299999999998
AlBr3,5.9670000000000005
LaCO3F,47.51300000000001
YBeMo,27.64
RbErO3,38.34
HfRh,35.14
LiSc2Au,39.06
NbRh3,149.8
NiMoP2,104.853
ScHO2,61.367
VNiSb,45.08
ScPd,38.74
BaSi2Br,19.033
GaRu,87.68
Rb2TlInCl6,5.54
MnSi,120.04
Tm2CdSe4,20.12
NaFeAs,36.207
Li2AlPCO7,34.953
DyTiClO3,43.667
ErIr,37.64
PuC,11.78
Tb2IrRh,34.32
MnF3,10.507
HfBeSi,15.727
K2AgAs,13.64
Li6V(OF)3,34.953
PuIn,25.86
CaMn2(Si2O)2,67.453
Lu2CuPt,41.3
ZnCo3C,113.24
TlNO2,9.933
V3As,100.48
LiHo2Ga,34.84
AgAuCl4,7.5
Rh2S3,76.753
Mn2F7,23.307
Rb3TlF6,10.14
PrErMg2,27.48
FeTe,22.46
KErTe2,21.587
Nd2HgO4,44.653
H(WO3)2,134.3
Zn2GeS4,28.42
Hg2Rh,44.333
RbAuBr3,7.0070000000000014
SmSb2Au,29.52
Li2PdF6,29.206999999999997
SmTe,36.22
MgZrO3,78.7
BaLiP,26.97300000000001
Ti2FeS4,62.007
TaBePb4,10.22
TiTeAs,60.647
BeTeIr4,29.44
Li2MnO3,67.727
NbVO4,40.993
NdBi2IO4,39.84
Yb(SiOs)2,71.66
InCuTe2,19.633
NaHF2,12.167
Sc2BeTc,50.56
TiAlCu2,65.48
TaAgF6,6.42
MnNbSi,101.86
BaZnCO3F2,35.80699999999999
YRh3C,77.14
LiFe2O3,59.51300000000001
Ti2InFe,2.2
Cd(InS2)2,24.9
SrCaSi,24.513
TlF,13.12
MnAuO2,37.527
UIN,31.593000000000004
Mn2VGa,90.02
FeF2,59.74
BeOsBr,7.04
VH2,90.1
VSb,38.867
RbNiBr3,8.407
OsO4,9.68
Yb(MgSb)2,29.72
BeTlSe,26.4
Ba4ZrCd,4.08
U3O8,67.433
ErTlTe2,23.686999999999998
Ca3BiAs,19.26
Tl2GeS3,9.867
CrGaFe2,94.6
Ba2MoPb,12.38
Sr5As3H,20.633000000000006
SiAs,28.193
NdNiC2,88.12
Er2Be2GeO7,85.493
YAsO4,66.567
HoMnGe,25.073
Mg(CrN)2,44.287
AcI3,3.227
TaBe2,113.16
BaSi2Rh,27.787
TiBeHg,29.607
Er(Al2Mo)2,82.353
MgScCd2,35.5
Be2TePt,17.54
GaSiRu2,87.88
GeF2,13.547
CaHfO3,103.92
PdI2,11.793
Co3W,138.74
Ho2SO2,71.433
BeNb2Si,62.293
Zn4(B2O)3,90.32
ThSb,45.14
Pr(MnGe)2,62.007
Sc2GaAg,39.02
KNaThF6,20.546999999999997
Ba4NaCuC2,37.893
K2MoCl6,9.96
LiSiNO,87.58
Sr(NiAs)2,39.56
Ni3(PbS)2,26.467
YCoC2,99.0
ZrSnRh2,20.28
Na2SeO4,23.45300000000001
NdH3(CO2)3,34.16
TbH3,57.82
Ba2ZrS4,32.1
NaAsRu2,30.82
CuBr,10.92
V2GeAs,44.12
Pd(PbCl3)2,12.3
PtN2,189.553
HPd,38.36
Sr4ZrBe,6.6
Sr3PN,42.98
ThIr5,102.693
Er(SiPt)2,36.527
BaNa2Ga,6.5
LaBO3,50.04
KMnF3,44.82
KYSn,9.66
MgVSF5,18.247
BaTbO3,47.446999999999996
Rb2PtI6,7.58
Fe3PdN,93.54
MgSnF6,38.933
Mg(BeAs)2,50.653
Cl2O,7.393
LiCeSn2,21.28
PmYMg2,27.52
FeCu2SnSe4,13.467
Cd(HO)2,2.32
AlTeI7,4.593
BaYAgTe3,21.127
SrP3,32.387
CuH2(IN)4,6.933
KNaO,20.22
Tm2AlSi2,60.813
KLi3PbO4,35.76
CrCuO2,86.74
Sr4P2O,36.747
BaCaV4O8,0.12
TlI,9.7
KCuO,16.573
LiCaMgSiN3,69.693
KSr2Be,1.94
Ca(GeIr)2,64.447
KC4N3,7.013
Mn3AgN,82.04
UO3,69.273
AsOs2Cl,7.2
Ho2CdOs,34.56
TiBe2,83.44
NaNbSe2,42.126999999999995
TlF,9.36
HfH2,36.4
BiAsO4,44.607
TaBeCl,14.113
V2O5,49.093
K3TaO8,20.352999999999998
HoGe,57.84
Sr(NO3)2,15.16
Li2CdGeO4,36.56
Nd(SiPd)2,56.493
BeVSe,121.24
P2Pd3S8,10.12
Mo2W(Se2S)2,25.97300000000001
Nd2Be2SiO7,86.15299999999998
LiNi2Ge,59.72
InAsPt5,53.893
PrAl3Ni2,59.626999999999995
Be2NbNi,14.147
YbClF,44.233000000000004
MnFeTe,23.6
LaTe,31.58
AlGaO3,110.82700000000001
CaB6,110.46
Rb2Pt3S4,12.28
U(CuGe)2,38.207
Co2P2O7,50.69300000000001
NaCO2,21.493000000000002
Be2FeCo,88.0
NdBRh3,77.64
SiNi3,102.44
FePH5CO4,27.053
NaClO4,16.72
LiNdSn,30.68
NiTeO4,13.387
LiBe2Se,12.767000000000001
BeCu2Ni,57.586999999999996
MoW3S8,30.74
Ba(MnSn)2,26.087
K2Mn2O3,16.613
ZnGeN2,97.32
SmTiGe,32.44
Dy6FeTe2,27.853
RbSbS2,12.173
TmTlO2,50.433
Rb2HBrO,9.513
GePd2,44.993
MgSbPt,33.94
Sm4Sb3,33.72
HfSn,22.38
Np2InRh2,32.82
Rb2Li2GeO4,26.08
Na2LiBe,4.22
MoO2,24.92
BeInCl,9.847000000000001
Na2CdSnS4,10.0
NaNbS2,52.133
SiNi,86.81299999999996
ScGaO3,87.25299999999999
Ba2GeBi,0.38
TiMn2Si,97.42
YbPb3,20.74
Ca(NdS2)2,42.04
Mn2Be2Zn,0.5
Nb3In,29.04
MgSiN2,119.76
CaHI,18.32
Th2Zn,29.333000000000002
K3SiTe3,10.633
ErBRh3,91.96
BeTc2Hg,69.66
VI2,14.84
TmPa3,44.733000000000004
LiFe2F7,19.793
NbP,82.29299999999998
BaSc2Ni,21.24
Pm3Si,29.84
SiH2C2(NF)6,8.04
Mn3IrN,173.18
Ba4CaV,2.82
CoCl2,13.413
Li3P,36.687
ErIn,28.26
Y(FeB)2,78.253
Tb2AgIr,33.08
K2IrF6,17.547
UGa,57.353
K4BeAs2,9.4
LiYF4,38.626999999999995
Np3Sn,38.58
LuSnAu,38.773
Hf4N3,111.333
Sr2Sb,22.333000000000002
ZrCo2Sn,48.12
Cu(HO)2,24.79300000000001
KSb2,12.913
ErC2,73.26
Er2TlCd,29.42
MnFe2Ge,21.94
NdN,97.78
Be2FeNi,105.52
MnTlF3,22.467
UI4,6.053
CrNiSb,24.18
KZnAs,25.326999999999998
U2Ni2Sn,42.753
FePb2(CN)6,19.42
NdGe2,24.987
TbSi2,23.64
NaLuS2,37.367
CsK2Sb,10.54
HfVSi,96.147
Ta(BeIr)2,63.7
LiTiBe2,65.52
Yb(FeGe)2,42.533
AlSb,24.54
SrPd2,35.12
TiSiPt,70.64
PrSF,52.54
NdSBr,22.08
Mn2OF2,28.12
ZrSiSe,76.527
LaBeP,82.073
BeV2Os,83.32
Na3PaF8,25.72
HgPSe3,13.5
CuCN,38.56
Ba4TiBr,0.88
Pm3Y,22.14
HfMnRh2,11.04
Sr2NCl,33.773
RbH2N,10.413
NaNi3,47.0
BeTl2Fe,7.187
Cr3Pt,71.46
CuH,33.053000000000004
CeCr2Si2C,116.353
Ho(PRu)2,97.667
Tl2SiSe3,9.993
DyH2,55.82
AlZnIr2,105.74
MoAs,78.9
KAuC2,35.467
PmH3,52.72
BaO2,41.78
ErNiSb,58.8
K2BeTe,5.127000000000002
RbErSe2,27.46
LiH,43.46
BaCaTi4,7.44
GaBr3,6.867000000000001
BeOs2Cl,67.74
TePd,20.68
Li2H2Pd,29.833000000000002
Sm3Sc,23.45300000000001
Sc3BPb,66.96
AlGa3N4,118.74
DyAl3,47.907
BeFe2Se,4.393
YbPrCd2,24.04
BeCuBr,1.767
CeZrO4,59.593
DyBiRh,40.213
SrTl2,17.74
Mg3Mn,26.06
BaSi2Br,15.453
Ba2ZnCd,15.12
Sr2BeCo,17.387
UCl4,23.427
TiFeSe,73.26
Li4Ca2Mg(SiN3)2,90.633
YbSbPd,28.92
PdF3,21.733
Be2SnBr,13.487
BeVFe2,68.74
TiZnF6,34.586999999999996
CeC2,58.427
K3GeSe3,12.6
RbAgO2,14.147
Mn4Al,82.773
GaNi3,75.46
CuN,35.74
Mg(AlC)2,106.667
Li8PO3,19.9
Zn(GaO2)2,86.14
BaSO3,30.186999999999998
ThO2,94.74
AsS2NF6,8.827
ZnPd5Se,49.167
TiSiRu2,127.34
YbPd2Pb,29.32
NaGa4,17.967
Ba2YNb,7.9
In5AgTe8,13.972999999999999
CrO2,28.487
BaSe,25.52
YbMgNiH4,34.26
BeTlFe2,36.586999999999996
Tm2AgHg,31.5
BaZnO2,34.053000000000004
Rb3PdF5,10.367
Ba(AgSn)2,25.287
K2BaMn,4.133
Ti2Cu3,50.407
Sr2CaBe,13.633
ScAsPt,44.54
CaMnSi,15.647
RbAgO,12.853
B2Ru,175.947
FeSnRu2,84.46
VTe,16.84
Be2NbBr,24.787
MgCr2S5,11.193
Th2SeN2,63.48
K2GeF6,19.1
BeZnFe4,63.06
LiCuO2,44.3
Ca(ZnAs)2,36.56
Tb2C,30.12
Ca2ZnN2,51.7
KYbSe2,14.747
SrHfN2,121.10700000000001
GaRh,51.38
DyZnRh2,44.36
AlAsO4,25.787
Be2SiW,155.96
Nd4Sb3,32.74
ZrCl2,31.3
BaAl2O4,42.133
NpAs,52.56
KAcTe2,23.8
NbCu3Te4,21.38
K4Br2O,10.787
Tb(SiNi)2,70.373
TiGaPd2,29.36
Na4CO4,19.48
PaTe2Au,22.0
LiAlPHO5,80.04
RbTl2Bi,6.9
BaS,28.68
MnBeCd,51.753
LiSm2Ru,27.22
LiCrPO4F,57.507
Li3Co,15.84
Ba2LuNbO6,93.24
TiP2O7,44.287
ScBeTc2,46.58
Sm(CoB)2,99.667
CIN,10.66
TcAgO4,13.567
Th(CrGe)2,47.247
Na2Cu3(Ge2O)2,35.533
Na3MgP2HO8,46.12
SiHgO3,103.32
EuO2,81.393
TmAlSi,63.64
BeNbCr2,51.72
SrH2,27.427
KSnAs,17.273
RbTe6,14.9
Tb3Mn3Ga2Si,12.707
InTeCl,10.193
U2Ti,120.48700000000001
PbSe,17.68
Pd(Se3Br)2,12.967
Pm2AgSn,22.84
BiI3,6.733
K2LiBO3,22.186999999999998
YNiBi,48.8
Rb2CdCl4,9.82
YbMnSi,40.313
BaMgO2,41.766999999999996
P4S3,6.0870000000000015
CdPS3,18.927
BePbCl2,4.927
CaHCl,31.96
Na2GeF6,21.08
Sb7Mo3,53.06
BaPd2Rh,30.14
CaCoF6,25.12
