pretty_comp,mbj_bandgap
HoPbAu,0.1371
PH6(NO)2,7.494
SmMg,0.0122
TbVO4,3.3149
PrSF,2.3752
Ca(SnO2)4,1.1046
InTeI,2.2597
KZrF5,6.19
KNaPrTaO5,5.4505
YSbPt,0.5442
SmFeP,0.0194
NdH3(CO2)3,6.2959
TePdI2,0.2493
TaCoSb,0.0228
Na3ErCl6,7.0401
Nd3GaC,0.0456
V3Ru,0.0036
BaOsCl2,0.0063
Na7Al3O8,5.7034
Pr3CuSiS7,2.1504
HgB4O7,3.6625
InAgO2,1.3195
BaLiY,0.075
Ca2HN,2.8263
Na2PtC2,1.1012
V5O2,0.0159
Be3Ir,0.0022
K2SO3,7.2824
Rb2AuBr,4.5511
ZrNCl,1.8952
MgSiO3,5.6035
ZrFeTe,1.2595
InFeCo2,0.0071
TlNO2,2.1796
BaSe,2.8512
Ga2PdI8,1.2201
K2Al2Sb2O7,4.5994
K2S,4.9973
Yb3N2,2.0617
BeCr4In,0.0115
Ba2TiOF6,4.2716
P2Pd3S8,1.5731
SrTi2Be,0.0065
BeTcCl4,0.035
TiZn(BiO3)2,2.3311
Tl2CuAsO4,1.6586
Ac2S3,3.9788
AlTlO2,3.272
Dy2AgRu,0.0369
PrBi2ClO4,2.5915
Ca(SbO3)2,2.0169
Sr4PtO6,2.5151
Bi2CO5,2.7527
Li4Mn3,0.006
BaCrSe4,0.0168
Tl6TeO6,2.2288
Rb2MgH4,5.7432
KHfBe,0.0071
BaTlCl,0.0398
PmF3,6.7956
UTeO,0.0029
KSnAs,1.3386
K3H5Pd,3.2186
ZnWO4,3.997
RbZn4As3,0.7901
NbCr2,0.0166
Yb3GeO,0.3173
SmTlO3,1.8572
CaAlH5,4.5955
K2As2Pd,0.8001
Rb2NbAgSe4,2.0497
MgCO3,7.1473
RbSmTe2,1.9493
SiH3F,9.221
SnClF,4.4738
KHS,5.4938
MgGeAs2,1.65
NaSbCl6,3.1958
WBr6,1.1405
U3(SiC)2,0.0033
Ge3Sb2O9,4.9598
Ho3CuSiS7,2.4266
SrGeO3,5.5408
Li2MnSiO5,0.3556
NdO2,4.7971
CdBiClO2,4.3788
ScP,0.217
K2Se,4.3041
GaS,2.45
Yb(YS2)2,2.7471
Yb(SmS2)2,2.7754
CaBr2,5.8443
B2S2O9,9.2893
BeTc2Mo,0.0067
Na2P2PbO7,6.222
Ba(GeRh)2,0.0139
Rb2NaTlF6,5.6241
BaLi2Cl,0.016
ZrAgMo,0.0347
HoBr3,3.9784
Dy3CuSiSe7,2.1563
ScBe2Cl,0.0019
Mg2TaBiO6,2.9618
NaInH8(NF3)2,7.7149
SnCl2,4.1532
Pm2RuRh,0.0142
Li3Pr,0.0198
Tb4Bi3,0.0219
HIO3,4.2076
SiBr4,5.2103
HfBe2Ni,0.008
Mg2PbO4,2.4002
Li8PtO6,2.4836
Te3Mo2S,0.4296
Nb(Te2I3)2,0.9313
Np3In,0.0024
Ba2InBiS5,2.4916
Tm3AlC,0.0377
K5Au(IO)2,3.3661
NaDyS2,3.2739
BaTbF6,9.7716
TiZn(GeO3)2,2.6675
YBeBr,0.3335
KCr4O8,0.001
Cu2PdAu,0.0287
HAuO2,1.7357
RbGeBiS4,2.5028
TbP,0.2994
CaUO4,2.3664
NaLiTe,3.4502
Pr3SiAgSe7,2.0932
YbTm3,0.008
Sm3AlC,0.0536
SrTeO4,3.5455
Dy2Pb2O7,1.9271
Li2VO3,0.006
V2ZnO6,2.4688
Ba4ZrPb,0.0446
In5CuS8,0.5861
GaS,2.5243
Dy3CuSnS7,2.1254
CaGaSiH,0.8648
LuGaPd2,0.0411
CaBO3,0.0482
NaAg(NO2)2,2.1414
Na6MgO4,4.7873
Cd3(BO3)2,3.5781
Rb3Y,0.0115
CoSnRh2,0.005
KTmO2,6.1013
K4CdAs2,1.916
K2Os(Cl2O)2,2.0380000000000003
TaF5,4.6306
SrP3,0.4176
BaY2F8,8.2832
HoCrO4,0.0033
SmAgO2,3.2984
SrC2,3.0531
KYGeS4,3.204
KAgO,1.483
NaY2In,0.0435
Sb2Ru,0.0111
Ca4ScBe,0.0077
LuHfRu2,0.0214
InGaS3,2.8088
Tb3Si2S8I,3.1107
Ba4MnTc,0.037000000000000005
Pr2CdSe4,2.0621
H2O2,5.8889
Np(MnGe)2,0.0011
Na3SO4F,9.4551
NdGeRu,0.0075
Ca3UO6,2.6060000000000003
NdBrO2,5.1533
AsPtCl,0.0678
Zn(CoS2)4,0.0124
PtO,0.0187
MgSc2Os,0.0296
FeNi2(CN)6,3.488
SnPSe3,1.7006
NpB6,0.0242
ZrSe3,0.7417
MgGe2WO6,2.5019
Rb2NaBiCl6,4.7614
PbCl4,2.8564
SmCoSi,0.0129
Ba(PrS2)2,2.682
AsCl2F3,3.9539
Tm3InC,0.0165
CeSi2Ru,0.0032
Ba3BiN,0.2597
Ca2Pb,1.0313
As2O3,5.2894
LuMnSi,0.0076
TmAg(PSe3)2,2.0086
RbAuC2,3.0002
NaHoS2,3.2696
LiEr2Os,0.0237
Ir2S3,1.1541
BaGaCl2,0.0216
W3(Se2S)2,0.9479
Fe3Pt,0.0014
Ca2TaAgO6,0.8125
HfBeSb2,0.0089
K2BaTi,0.0093
BeNbTe2,0.002
Be2CuHg,0.0121
Be2TlPd,0.0081
Na2CrO4,3.0525
Ta3TeI7,0.8101
Mg(SbO3)2,2.1938
Au7I,1.0967
LiBH2,0.6693
Dy3BWO9,4.3031
LiP2WO8,0.0144
TbCuS2,1.5822
P4S5,3.002
TlTe3Pt2,0.069
Rb3Ru,0.1501
In2Ge2O7,3.913
NaNO,4.1984
KClO3,6.1948
LiTlO2,1.3555
TaZnCo2,0.0138
NbI2O,0.846
Ba4HgIr,0.0086
VAg3O4,2.1626
Na5SbO5,3.6566
HfAsRh,0.0347
Ba2ZrS4,1.0068
URh3,0.0084
PbC2(SN)2,3.5148
Ca2ZnN2,1.6545
Na2PHO3,8.7027
CdCu2SiS4,1.831
BaSrY2,0.0101
Na2Pd3O4,0.4292
ZrInAu,0.5491
TaBeO3,0.0245
Nd3Si2ClO8,6.4562
FeNi3,0.003
TbI3,2.5686
Dy2TeO2,2.0234
NdPb4F,5.7412
PrAu,0.0049
DyRh3C,0.0605
MgTlF3,5.5175
MoCl3O,1.1574
Sm2Sn2O7,4.3432
Zn(GaO2)2,4.2695
ThSiAu,0.0374
K3B2H2I,6.1285
ErSF,2.3872
BC2N,3.3121
BaNa2Mg(PO4)2,7.7475
BePdRu2,0.0124
BaNaH3Pd,2.0201
U2BiN2,0.0022
MgTe(PbO3)2,3.2757
KBIr2,0.0204
ScInAg2,0.0247
Na2CuAs,1.5981
Sc2O3,4.4798
Tm2ZnRu,0.0226
BaAg2GeS4,1.8193
RbBaSiHO4,6.4832
Li3BiO4,2.2943
Na3MgP2HO8,7.9933
LiY2Ru,0.0413
BeNb2Fe,0.0198
K3P,1.8067
SmAl,0.035
TlAuCl4,1.712
ErTaO4,5.3039999999999985
Ti2NiIr,0.0233
K2NaAlAs2,2.529
K2Si3SnO9,6.0262
NaLi2N,1.0745
KTi2Bi,0.0099
NdBrO,5.6731
K4ZnAs2,2.1494
PrSO,3.1429
Na2H4Pt,3.613
BaSc4Pt,0.0231
Sr2HfO4,5.533
MgSeO4,4.7784
LaUO4,0.011
PrMnSi,0.0032
MnInPd2,0.0059
Sb2Rh,0.0166
Be2VCr,0.0162
Pb(CO2)2,3.8706
BaTlIn,0.0171
MgH2,1.4392
Na5ReO6,3.0495
V2ReRu,0.0504
ScGaRu2,0.013
FeSb,0.0111
Mg3BeAl8O6,7.1845
RbAuSe,2.9361
HfCdO3,1.7087
ZrZn,0.0778
SnSe,0.9246
DyBi,0.0366
ThIN,2.9111
BaHfS3,1.2425
Ca(NdS2)2,2.7825
Li8SbS6,2.7505
SmLuRu2,0.0381
Bi2Te5Pb2,0.0374
YbOF,4.0746
Y(SiPd)2,0.0281
NpAsSe,0.003
AlVNi2,0.0625
ZrNi2Sn,0.0601
Sr2PrO4,5.699
MgCl2O,4.0766
RuSe2,0.6432
LuSiRu,0.0042
LuTlSe2,1.7561
U(SbO3)2,1.5663
K3AsS3,4.0076
SmTlTe2,1.0131
TmBi2BrO4,3.3123
CaO,5.6776
BiTeCl,1.8415
Ta2H4O7,2.0049
Sr2BBrN2,4.1536
AgBiO2,1.6118
Mg3TcH7,2.8682
TaNO,3.2383
Li2Co2OF6,0.006999999999999999
Pr2Ti2S2O5,0.9939
Na6Ge2Se7,2.6546
ZrBe2Ni,0.0726
LaN,0.2437
NaCuO2,0.6339
TiBeBi2,0.0034
Ba2YNb,0.0135
ZnGeN2,2.9133
Be2FeCl,0.0035
N2O5,1.8877
Lu2AlZn,0.0373
CrB4,0.013
KP(HO)2,7.6892
Li7SbO6,4.9565
Be2FeSn,0.004
KNbO3,2.0536
K2Zr(BO3)2,4.5799
K3BrO,3.2103
Ca2GeO4,4.6769
InH5(NF)2,5.7157
Ba4LiTc,0.0312
Mg(InTe2)2,1.3791
TbNbO4,4.1636
ErTl3,0.0285
SrGe(HO2)2,6.4798
Ca(GaAs)2,0.5166
Bi3Se4Br,1.6246
SnH8(CI)4,4.0237
GeAsSe,2.0926
TbTlAg2,0.0335
ScBeZn2,0.0019
KCO2,4.1271
NaCaAsO4,6.0126
NaMg4As3O2,5.1542
As4S5,2.4695
As8S9,2.3072
Y2TiO5,3.5826
H4INO4,3.7347
BeNb2Ir,0.0086
CaTiF6,4.9889
Sr3AlO4F,6.3654
ZnSiP2,2.0265
K3Np(H3O4)2,1.5993
Rb2NiO2,3.7785
Ba4CrTe,0.0141
TlCuPSe3,2.12
KHfCuS3,1.148
Cr3Si,0.0139
K3SbS4,3.0866
Er2TeO2,1.9278
AlSnF5,4.8297
HoTaRu2,0.0216
MgCo(SiO3)2,0.3402
MgZn2,0.0053
Co(CO)4,4.4126
Li4Fe3O8,0.0037
KSnSb,1.1109
KLiS,4.8889999999999985
ErRu3,0.0045
Cu(HO4)2,1.1456
ThZn2,0.0077
MgIn2O4,3.1379
Sr3BiN,0.8975
K4Na2TeO6,4.0643
HgC2(SN)2,3.2326
AsS2NF6,2.6842
Be2VIn,0.0313
K2Fe(CO)4,4.0764
Tm2OsPd,0.0303
TaBeSi,0.003
PmTm3,0.0009
Ni(PS3)2,0.5457
Sc2NiIr,0.0181
Na5NiSO2,2.0168
CaGaGeH,0.8347
Th2Fe2Si2C,0.0106
RbV(IO4)2,3.261
Na2BeBr,0.0194
TaAlO4,5.2685
CaGeO3,2.6784
BePBr,0.0071
Pa3Tl,0.0018
BeBr2,6.9897
Na5Zr2F3,6.2268
MgBi2O5,0.9199
Tm2CuOs,0.0191
YC2,0.0069
Na2ZnSiO4,5.8345
HfBeNi,0.0033
HfZnO3,1.1906
BeCr2Tc,0.0021
ZnGeO3,2.4214
TmInNi4,0.0384
SbI3Cl8,2.0784
Na2AlZnF7,8.1481
TaGaPt,0.0254
Sm2Pt2O7,1.3676
BeCr2P,0.0011
CaCrO4,2.5913
LiBeSi2,0.0027
RbNd(WO4)2,4.4437
UCd(PbO3)2,1.8238
Li2Mn(SiO3)2,0.1484
H3BrO,6.4767
TiBeHg,0.0281
Na2CoGeO4,0.021
TlGaTe2,0.9291
K2Cd(CN)4,7.3105
Nb2Tl5S4Cl9,1.931
HfHgO3,0.2817
GaAg(PSe3)2,1.2695
AlCuS2,2.4907
Ba4GeRh,0.0303
DyBiPd,0.0442
LiPm2Ru,0.0214
KBe2BO3F2,9.8315
K2PO4,4.1566
LuCl3,5.3002
ZnAgF3,4.4938
TmBr3,4.112
Tm(CuO2)2,0.0083
RbIO3,4.1923
Mg5H8O9,6.2251
ReSbO6,2.1021
K2NbCuSe4,1.7482
As(IF2)3,2.7
Sc(SiNi)2,0.0083
Al3BN4,4.8463
ErVO4,2.8662
BaH5ClO3,6.8007
NaLaO2,4.334
Ag2PdCl4,1.0384
NaInO2,4.1031
Rb3Si,0.122
K3AuSe2,3.5434
SrCrW2,0.0281
CS3N4,6.7375
RbSnCl3,1.7592
Cr3C2,0.006999999999999999
NaO2,7.5605
Li2ZnGeO4,3.6417
Dy2Be2GeO7,6.489
Na2TlSb,0.9655
PrTmMg2,0.0426
KRbS,4.2699
Na3SiSbCO7,5.0222
CdTeMoO6,3.7409
LiSb3O8,1.6022
Zn2SnO4,2.5423
Mg2NF,4.2101
TlAgSe,1.2335
YTlO2,2.1745
Zn(IO3)2,4.0014
KSbS2,2.4469
K(CoS)2,0.0025
CrCoTe,0.0046
CaBiClO2,4.9154
Nd(MnSi)2,0.0026
ScBe2Si,0.0059
TiAlAu,0.0219
MgWO4,4.1778
NaSb(PS3)2,2.6798
Na5LiN2,0.6322
Ta2BeOs,0.0121
ReF7,2.5937
ScBiO3,1.584
BeSiPt2,0.0074
LiBe2Au,0.0079
Ca2Sb2O7,1.5807
Ho2TeO6,3.8375
SmH2,0.0669
Rb(FeAs)2,0.009000000000000001
DyHO2,6.2637
NaBH4,8.9188
Rb2SnSe3,2.6826
NaSbO3,2.2107
RbSc5Te8,0.6331
Dy5AgS8,2.0747
AlN,4.4288
LiErIn2,0.05
Ca2BiAsO6,5.0324
BaTiO3,2.4294
PbBr2,3.4130000000000003
Be2BO3F,9.7704
TeO3,1.0867
NaBeSb,1.6131
BaMg(CO3)2,6.2248
TlSe,0.7436
Ba4CaCo,0.0195
FeNi,0.0047
NdB2H,9.2179
ErMg,0.0453
RbNaH2,4.5919
Mg2CoH5,0.2078
TePb,0.03
Sr(MgSb)2,1.4354
Al2Si2O7,7.0295
XeF4,4.3174
Sr3Ga3N5,2.8144
ScNbO4,3.7871
LuBiO3,3.9566
CuSiH8(O2F3)2,0.0613
CaCl2,6.6556
Pd(Se4Cl)2,1.0773
TlIO3,3.3095
SeCl,3.1242
Be2NbCo,0.0093
KC2IN2,5.4522
PrZr3F5,6.2519
TiHgO3,2.1835
PmHgAu2,0.0096
InBr3,3.7113
HoSe,0.0137
CaUO4,2.3082
PrTlTe2,1.0087
AgNO2,1.7584
AuCN,2.0266
Nb3B4,0.0027
ThGeO4,4.8762
NdZn,0.0174
Y2Te5O3,4.5809
GaAsPd5,0.0384
Ca2Ti3O8,3.2674
ZnSiAs2,1.852
KSbO3,2.4325
LiZnPS4,3.4219
NbCo2,0.0141
HgMoO4,3.2264
S3(NO)2,2.2698
PtPbF6,2.2363
Hg2As3Br,1.6205
CaHgO2,3.2018
Rb(CO)2,4.0077
Nb2Tl5S4Br9,1.9498
CsK2Sb,2.0427
Sm3BWO9,4.2983
YAgHg2,0.0492
NaH2N,4.6126
BeSiIr2,0.0108
RbSO2F,5.9304
BaNi2Br,0.8684
RbYbO2,6.4238
GaI3,2.9241
Ba3Hf2O7,4.9807
NaAlB4,2.0939
BaTe3,1.2887
Hg2SeO4,2.5637
Yb(NdS2)2,2.3516
Sb2O5,1.5818
Ca2AgBi,0.0539
AsF5,6.443
AcN,1.5908
TlAu3,0.0022
Ba4OsCl,0.0157
Dy2Hf2O7,4.9342
BiMoRh,0.0046
BeCoBi4,0.0136
Ba2SbAu,0.8916
BaCO3,6.5528
Ca2BiSbO6,1.5691
Mg2H4Ru,1.1144
Na4Br2O,3.7503
Pb2ClOF,3.8795
BSb,1.2216
AlCo,0.0227
Hf2OsRh,0.0212
SrAlSi,0.0077
ErN,1.203
MnBe2In,0.0062
AuClO,1.4755
K4CaU3O2,2.4067
CuAuF5,0.0006
ZrTlCuS3,0.8771
K3SbO4,3.642
BiBrO,3.2106
Be2NbOs,0.0061
VOF3,2.3766
BeNb2P,0.0044
BiN,0.8063
OsC,0.3402
Mn2CoSn,0.0073
Na3Sb,1.3952
SNF,4.976
AgNO2,1.7804
SrCa3O4,4.8938
Ga2S3,3.2436
USiAu,0.0146
HoCl3,4.4381
KNbO3,2.4019
NaCaSiHO4,7.4549
Na6ZnS4,4.502
Tm2PdPt,0.0168
ZnSeO4,4.0915
Ba4RhPb,0.0268
Rb2TaCuS4,2.6013
TiHgO3,0.4144
Hf2Hg,0.0053
TbAu2,0.009000000000000001
Ti(NCl)3,2.3559
Sr(AsO3)2,4.7412
BeI2,4.7704
Pm2S3,3.5219
GaAgS2,1.8957
CoH6(SeO4)2,1.726
Zr2Ga3,0.0191
Li2SbAu,0.0116
Ba2MgTe,0.0148
AlSeBr7,3.1223
KInP2S7,3.0818
Mn3PdN,0.0233
BaS,3.2256
TiAl3,0.0066
YbH2,3.1502
GeClO2F5,2.2324
KBeGe2,0.0085
Na2Sm2Ti3,2.6783
NbSeI,1.0652
Sb2S3,1.8873
Na3N,0.2578
RbBS3,3.3563
NaBi2AuO5,1.425
Al2SiO5,7.4871
TbYbHg2,0.0287
TbBi5O9,2.7133
BeCu2P,0.0177
SmNiC2,0.0016
Er2SeO2,3.6458
KPF6,9.9645
CrOF,0.0023
NdCuSn,0.0417
U(HO2)2,2.0309
CrCdO4,2.4679
Ba3MgNb2O9,3.3612
BaH4O3,6.1835
MgRh3,0.002
MgTa,0.0053
UBi,0.0221
NaPrS2,2.9514
NaI(OF)2,5.8822
Sm3Ti,0.0052
ScTa(PbO3)2,3.732
SrS,3.6129
FeTeAs,0.4302
BaVClO3,2.5617
BaFePt2,0.0062
ErTe,0.0081
NaBiO3,1.8365
PbBrCl,4.3923
NaMgAs,2.2268
Li2CrCo3O8,0.0401
K2NiO2,3.637
Er2Be2GeO7,6.4809
Np(Al2Fe)4,0.0066
Hf2Ag,0.0008
Na4Al3Ge3ClO2,6.8222
MnBe2Pd,0.001
Ba2NCl,2.1095
Al2CdCl8,7.778
UCl6,1.5508
Nd2ScSi2,0.0168
Li3PrBi2,0.1136
Y2MgS4,2.6342
GeCl4,5.8583
K2BeOs,0.402
CoSnC4Cl3O4,2.775
ThMgZn2,0.0329
HoH2ClO2,6.3809
ZrS3,1.5608
ZrHgO3,0.2482
Lu6UO2,2.2231
YAgS2,2.4067
BeCo4Sb,0.0172
YLuO3,5.6857
BaSb2F2,6.2308
Al5HO8,6.0169
AcGaTe2,1.047
V2Pb3O8,3.0725
Li2ThN2,3.0057
Na3In2P3O2,5.7304
SrAcTl2,0.0224
TaAsSe,0.066
Ca2Bi,0.0224
Cu2Te,0.0337
Na3AuS2,3.8482
SrClF,7.9108
HfTiO4,3.2242
Cu2SnHgSe4,0.3172
K2PAu,1.7492
K4CO4,6.1597
Te(HO)6,3.0397
CaTcN3,0.4904
Ti2MnSi,0.025
V2O5,2.145
Te2OsCl2,2.1228
KAuSe,3.1169
CaCO3,6.9049
HgF2,3.4297
YZr4O9,0.0118
SbIrS,1.6191
Be2P2O7,8.5267
Nb3Si,0.0195
BaCdTe,1.7414
Rb2Sn2O3,2.4851
LuSbRh2,0.0224
Sr(CdP)2,1.6267
NaLaTiO4,3.3522
Pm2ZnPt,0.0065
Zn2PtO4,1.3524
SrN6,4.6610000000000005
Sm2Ta2Cl2O7,4.3334
SrBe3O4,6.7068
LiZn2Cu,1.5575
HoC2,0.0083
HfZnCo2,0.0203
RbHgF3,2.9773
Li2Fe3SnO8,0.0342
Si3N4,4.9488
HfC,0.1481
GeBi2O5,4.1565
PrVO4,3.3673
Na2BH4ClO4,7.3387
SmPPd,0.0147
Ho2InAg,0.0044
Na2Mg(CO3)2,6.7956
ZrAlRh2,0.0288
CaTe,0.5923
Ba4HfGa,0.0129
Te3As2,0.4886
SbIr,0.031
NaBeRu,0.0144
NaH,4.5682
As(IF3)2,1.3718
TaAgF6,3.8036
KTlO,2.5821
V2MoO8,1.4965
H4NClO2,4.3307
HoMoClO4,3.5748
TlPd3,0.0156
TbCl2F,6.5787
BeCrCu2,0.0034
Ba4ZrTc,0.009000000000000001
Eu2O3,5.4318
HfMgIr2,0.0405
LuSbRu2,0.0172
K3BP2,2.7336
TiHg,0.0044
YbCuBi,0.08199999999999999
Sr2YSbO6,5.3183
Sr3TeO6,4.5267
Sb2Ir,0.5968
KMnAg3(CN)6,1.5962
HgCl2,4.4379
Ba2CaI6,4.3052
NdCoSi,0.0073
Si3Ru2,0.0266
K3H5Pt,4.2636
SiC(ClF)3,7.7598
Nd(CoAs)2,0.001
K3NbSe4,2.1243
Zn2NiRh,0.0904
Pb2S(O2F)2,5.4948
Ba2SnO4,3.7675
Mg(CO2)2,5.162000000000001
Li3Co,0.0073
BiTeIO3,3.2075
InFeAs,0.018000000000000002
BaSi6N8O,5.3852
CuCSN,2.4251
TlPbI3,2.7976
UIn3,0.0058
ScAg(PSe3)2,1.8881
KSc2Co,0.0184
Ca2CoSi2O7,2.8473
MnBe2Sn,0.0083
KAuF6,2.1427
BaTiSi2,0.0128
ZrO,0.0732
AgCl,2.6689
NaSr2Tl,0.0246
Ba2YNbO6,3.6082
PuAs,0.0101
Zr3GeO8,4.7484
SnF4,5.641
NaMnBi,0.0297
CaTiGeO5,3.2425
BaCaI4,4.1139
Ti2Bi2O7,2.8828
Ba2BrN,2.0879
Ba4TeMo,0.0643
Be(CN)2,6.9734
MgZrO3,3.4392
Rb2LiVO4,3.9367
Tb2PbS4,2.7006
CaTi2O4,0.0028
Ba3CaI8,4.0425
InAg(PSe3)2,1.4987
Be(SiRu)2,0.0256
NaLiTe,3.0455
HgB2(CN)8,5.8449
Ni3Mo,0.0091
Rb2P3,1.2821
BaNd2ZnS5,1.9455
Cr2FeTe4,0.0066
PbWO4,3.9342
K2MgH4,6.221
K3SbSe3,3.2836
As2Ru,0.6259
Nd2CdSe4,1.938
K4UO5,4.7319
LuBr3,4.2067
KAgSe,2.0379
NbNiB,0.0049
BeBiMo2,0.0091
RbErO2,5.3660000000000005
KBeTc,0.0009
LuI3,2.7248
Be2CoIr,0.0075
Sb3Ir,0.2387
LiMgSb,1.5345
Na3BS3,3.955
RhC,0.0158
TlHCO2,4.651
ZrCoBi,1.03
Sr2Cu(BO3)2,4.573
SmRh,0.0127
NbN,0.0267
Tb3NbO7,3.1114
KAu(CN)2,2.9756
KZnF3,6.6027
Ba2SrW,0.0374
AuSe,0.0413
Si3Bi2O9,5.259
BeTc2Pd,0.0138
BaC2,3.0936
Ba2TlSb,0.0283
Na3ScBr6,3.9801
Ca2Sb,0.1404
CaBeBr,0.0475
Sc2ZnTc,0.0303
ZnAg,0.0351
MnH,0.0015
Rb2O,4.2543
NdTeF,1.0322
YbB2,0.0097
HgSO4,3.4173
MgNiBi,0.0375
Rb2TiCl6,2.5114
TbNbO4,4.7289
Rb2Te5,0.765
Sr2B5H2O,7.0561
Mn2BeIr,0.004
KY3,8.2165
K2BeCo,0.0277
LiPm2Pt,0.0078
Ca2Sn3O8,4.3187
Mg(GaO2)2,4.506
Sm(CrSi)2,0.0063
Pd(SeBr3)2,1.2445
Ba4GeSe,0.0231
TiNbTc2,0.0281
CaAgBi,0.2387
SmClO,6.0163
Ba3PN,0.5217
TlCoCl3,0.0234
TlPF6,6.9874
YbO,5.8034
TlS,1.2385
ZnPS3,3.2801
TbBi2BrO4,3.0336
Ca(PrS2)2,2.7502
TmIO,4.5069
BaTe2,1.2734
BeV2Pt,0.0027
Ba2S3,2.783
TiBe2Sb,0.0059
YScBe,0.0061
CrGaP2,0.0079
Tb(SiIr)2,0.0009
KC,5.5027
GaSeBr7,2.9742
Ca2SnS4,0.1579
MoPt2,0.0003
SmMnSi,0.0041
Dy2SO2,4.3631
AgHg3SbO6,1.5086
Na2CrCl4,0.0031
CaCd3O4,2.0987
CaFeF4,4.7792
K3NaCr2O8,3.1797
BAs,1.8453
Tm2Ti2O7,3.0936
YbGa4,0.0071
SeI2,1.4369
SmMgZn2,0.0451
Sm(SiPd)2,0.0009
TeAsRu,0.8801
Na2Ni2O3,0.0186
Al2FeIr,0.0337
RbTcO4,3.9093
ZrMn2,0.0051
Zr2N2O,1.6933
KHo2CuS4,1.3262
SmSb,0.1452
Be2RhPb,0.0141
Li2DyIn,0.0983
Na2CO5,7.4086
Li3Co3OF7,0.0033
Ba2TaBiO6,3.8643
Sc2PdRu,0.029
Cu2PbO2,0.7168
LiV(PO3)3,0.6813
YInAg2,0.0922
SmIO,3.6786
Hf2Te,0.0074
Li5NCl2,2.7762
Zn(FeO2)2,0.0254
V5Te4,0.0571
BaCo2Br,0.84
NbS,0.0208
Y2S2O,3.2271
HoInPd2,0.0204
Tb2Be2O5,3.8777
NbCl4,1.2337
BaNaSr2,0.0033
AlAgO2,2.3749
BeSnCl,0.0015
NaH3SO5,8.5932
NdAl2,0.017
YbSbPd2,0.0564
TiZn,0.0408
InCu,0.0054
BeSbCl,0.0166
HfBeCo4,0.0168
RbAu(SeO4)2,1.8809
Ho(PRu)2,0.0164
Na3DyCl6,6.9675
RbHO,6.0137
CaI2,4.3738
BiPbClO2,3.2913
Ba2DyNbO6,3.6628
CaZnF4,7.9988
CdP2(HO)4,6.9309
LuNbO4,3.9462
KH2I3O,2.4617
Tl3AsS4,2.0725
Ga2Te5,1.4485
GaCl3,6.0326
CdGeAs2,0.5228
Bi4O3F7,4.8807
Ho(SiNi)2,0.0029
UCd2O5,2.2056
NaCa2In,0.0788
RbBeH3,5.6466
AlVPt,0.1234
Pr2AlNO3,2.0856
MnInNi2,0.0389
Mg3NF3,6.3379
Rb2NaGaF6,9.1548
TiMnO4,0.0074
Na2TiGeO5,3.9165
Cd2PdRh,0.0536
SmP,0.302
NiSnH2(OF)6,2.4738
Na2H4Pd,2.6984
BeCu4Pt,0.0177
VBiO4,2.4037
V2O5,1.7464
SrSn(BO3)2,5.4905
KAg2AsO4,1.6826
TaBeCl,0.0209
Sb2Os,0.6265
V3Ir,0.0053
BaSrLi2,0.012
ErAgSe2,1.1454
Na2IrO3,1.9473
Ca3GeO,0.3111
TiVO4,0.0106
Mg2Pb,0.0596
SmBr,0.1495
Ba4HgBi,0.0111
Sm2Hf2O7,5.4266
HgO2,1.8886
AlI3,3.759
DyAgSn,0.1149
NdTa3O9,4.4041
DyAgTe2,1.3398
Hg(IO3)2,4.0226
SrBeSb,0.0338
Li3Co3NiO8,0.0032
ZrZnN2,2.6893
Cr3Pt,0.0082
BeTeW,0.0491
Na6PbO5,2.7
KCrF3,0.1013
BeNbSi2,0.0132
UWC2,0.0051
CoHgC4(SeN)4,2.1325
BeNbCo4,0.018000000000000002
RbNpO3,0.0436
SrPS3,4.0708
BeTcPd,0.0069
CdF2,6.3799
NaNdTl2,0.0146
K2TiO3,4.102
ZnCl2,6.1935
TiCd,0.0061
Na2ZnCl4,7.1933
CaSnF6,8.1493
Ga(IO3)3,4.3465
ScBe2Re,0.0129
Ge2N2O,4.3293
Na2BePb,0.0418
Sb2O5,1.3658
U(GePd)2,0.0014
SrTa2H2O7,3.4398
LuAgO2,3.0547
TiS,0.0213
HPbI3,2.6699
CaAs3,0.0802
TbCl3,4.8299
AgPtO2,0.4581
Pa2SbTe,0.0022
HgSe,1.6398
AlBiBr6,3.5285
UOs2,0.011
NaBiSe2,0.8874
Lu2Si2O7,7.3243
Tm2Te5O3,4.5885
Sc2CdAg,0.0116
KBi(PS3)2,2.8559
MgC2,3.3948
K2RuCl6,2.0598
BaCo2(PO4)2,0.002
NaZnAs,1.4059
Nb2MoO8,1.8747
Te9Mo8S7,1.0876
K2OsBr6,2.0523
VBO4,2.925
BeRe2Os,0.0029
Er(BiO2)3,3.0922
KBiO2,3.3086
Te2Mo,0.0035
AgHgAsS3,1.8371
BeBiSe,0.008
HoGeAu,0.051
ZrSiO4,4.6901
CrCo3,0.0006
CaHfO3,5.194
Ti2CoIr,0.005
Ba4BiP,0.0613
Tm2O3,6.1316
BeTe,2.8207
HoN,1.143
Ba2TbSbO6,4.8228
RbNaSi2O5,6.9519
TaBeGa2,0.0063
PrZn,0.008
RbCaCO3F,6.9657
HoSF,2.5291
SrTePd,0.8604
TiFe(BiO3)2,0.0041
PBr3,4.1101
U3Cl,0.001
